,item_id,labels,en,es-CO,de,context
775,hostile-attribution-scene3-q2,hostile-attribution,Now pick one of the three choices as the one you would do:,Ahora escoge cuál de estas tres opciones harías tú:,Was würdest du tun? Wähle eine der drei Möglichkeiten aus.,"hostile-attribution-scene3-q2
Final es-co & de translation review complete
Sheet: translation-items-v2"
786,same-different-selection-touch-circle,same-different-selection,Choose the card with a circle.,Escoge la carta que tiene un círculo.,Wähle die Karte mit einem Kreis.,"same-different-selection-touch-circle
Final es-co & de translation review complete
Sheet: translation-items-v2"
787,same-different-selection-touch-square,same-different-selection,Choose the card with a square.,Escoge la carta que tiene un cuadrado.,Wähle die Karte mit einem Quadrat. ,"same-different-selection-touch-square
Final es-co & de translation review complete
Sheet: translation-items-v2"
788,same-different-selection-touch-triangle,same-different-selection,Choose the card with a triangle.,Escoge la carta que tiene un triángulo.,Wähle die Karte mit einem Dreieck.,"same-different-selection-touch-triangle
Final es-co & de translation review complete
Sheet: translation-items-v2"
790,same-different-selection-touch-green,same-different-selection,Choose the card with a green shape.,Escoge la carta que tiene una figura verde.,Wähle die Karte mit einer grünen Form.,"same-different-selection-touch-green
Final es-co & de translation review complete
Sheet: translation-items-v2"
791,same-different-selection-touch-red,same-different-selection,Choose the card with a red shape.,Escoge la carta que tiene una figura roja.,Wähle die Karte mit einer roten Form.,"same-different-selection-touch-red
Final es-co & de translation review complete
Sheet: translation-items-v2"
792,same-different-selection-touch-blue,same-different-selection,Choose the card with a blue shape.,Escoge la carta que tiene una figura azul.,Wähle die Karte mit einer blauen Form.,"same-different-selection-touch-blue
Final es-co & de translation review complete
Sheet: translation-items-v2"
794,same-different-selection-touch-small,same-different-selection,Choose the card with a small shape.,Escoge la carta que tiene una figura pequeña.,Wähle die Karte mit einer kleinen Form.,"same-different-selection-touch-small
Final es-co & de translation review complete
Sheet: translation-items-v2"
795,same-different-selection-touch-medium,same-different-selection,Choose the card with a medium-sized shape.,Escoge la carta que tiene una figura mediana.,Wähle die Karte mit einer mittelgroßen Form.,"same-different-selection-touch-medium
Final es-co & de translation review complete
Sheet: translation-items-v2"
796,same-different-selection-touch-large,same-different-selection,Choose the card with a large shape.,Escoge la carta que tiene una figura grande.,Wähle die Karte mit einer großen Form.,"same-different-selection-touch-large
Final es-co & de translation review complete
Sheet: translation-items-v2"
807,same-different-selection-both-circles,same-different-selection,Here are two cards. Something's the same. They both have circles.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen círculos.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Kreise.,"same-different-selection-both-circles
Final es-co & de translation review complete
Sheet: translation-items-v2"
808,same-different-selection-both-squares,same-different-selection,Here are two cards. Something's the same. They both have squares.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen cuadrados.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Quadrate.,"same-different-selection-both-squares
Final es-co & de translation review complete
Sheet: translation-items-v2"
809,same-different-selection-both-triangles,same-different-selection,Here are two cards. Something's the same. They both have triangles.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen triángulos.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Dreiecke.,"same-different-selection-both-triangles
Final es-co & de translation review complete
Sheet: translation-items-v2"
810,same-different-selection-both-red,same-different-selection,Here are two cards. Something's the same. They both have red shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras rojas.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen Formen.,"same-different-selection-both-red
Final es-co & de translation review complete
Sheet: translation-items-v2"
811,same-different-selection-both-green,same-different-selection,Here are two cards. Something's the same. They both have green shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras verdes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen grüne Formen.,"same-different-selection-both-green
Final es-co & de translation review complete
Sheet: translation-items-v2"
813,same-different-selection-both-blue,same-different-selection,Here are two cards. Something's the same. They both have blue shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras azules.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen blaue Formen.,"same-different-selection-both-blue
Final es-co & de translation review complete
Sheet: translation-items-v2"
814,same-different-selection-both-small,same-different-selection,Here are two cards. Something's the same. They both have small shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras pequeñas.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen kleine Formen.,"same-different-selection-both-small
Final es-co & de translation review complete
Sheet: translation-items-v2"
815,same-different-selection-both-medium,same-different-selection,Here are two cards. Something's the same. They both have medium-sized shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras medianas.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen mittelgroße Formen.,"same-different-selection-both-medium
Final es-co & de translation review complete
Sheet: translation-items-v2"
816,same-different-selection-both-large,same-different-selection,Here are two cards. Something's the same. They both have large shapes.,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras grandes.,Hier sind zwei Karten. Sie haben etwas gemeinsam. Beide zeigen große Formen.,"same-different-selection-both-large
Final es-co & de translation review complete
Sheet: translation-items-v2"
818,sds-3match-prompt2,same-different-selection,Here is the same set of cards again. Choose two cards that are the same in a different way.,Aquí están otra vez las mismas cartas. Ahora debe escoger dos cartas que sean pareja porque son iguales en algo diferente.,"Hier siehst du die gleichen Karten nochmal. Wähle zwei Bilder aus, die auf unterschiedliche Art und Weise gleich sind.","sds-3match-prompt2
Final es-co & de translation review complete
Sheet: translation-items-v2"
820,sds-2match-prompt2,same-different-selection,Choose two cards that are the same in a different way.,Escoge dos cartas que sean pareja porque son iguales en algo diferente. ,"Wähle zwei Karten, die auf unterschiedliche Weise gleich sind.","sds-2match-prompt2
Final es-co & de translation review complete
Sheet: translation-items-v2"
821,sds-3unique-prompt1,same-different-selection,Choose three cards that are the same in only one way.,Escoge tres cartas que sean iguales en un solo aspecto. ,"Wähle drei Karten aus, die in irgendeiner Weise gleich sind.","sds-3unique-prompt1
Final es-co & de translation review complete
Sheet: translation-items-v2"
822,sds-3unique-prompt2,same-different-selection,Choose another three cards that are the same in only one way.,Escoge otras tres cartas que sean iguales en un solo aspecto.,"Wähle drei weitere Karten aus, die auf unterschiedliche Art und Weise gleich sind.","sds-3unique-prompt2
Final es-co & de translation review complete
Sheet: translation-items-v2"
823,memory-game-display,memory-game,Watch the squares light up.,Observa se iluminan los cuadrados.,"Beobachte, wie die Quadrate aufleuchten.","memory-game-display
Final es-co & de translation review complete
Sheet: translation-items-v2"
824,memory-game-input,memory-game,Touch the squares in the same order.,Toca los cuadrados en el mismo orden.,Berühre die Quadrate in der gleichen Reihenfolge.,"memory-game-input
Final es-co & de translation review complete
Sheet: translation-items-v2"
831,memory-game-instruct5,memory-game,This time the game won't tell you if you're right or wrong. Let’s start playing the memory game!,Esta vez el juego no te dirá si la respuesta es correcta o no. ¡Empecemos a jugar al juego de memoria!,"Dieses Mal wird dir das Spiel nicht sagen, ob du richtig oder falsch liegst. Los geht's mit dem Memory-Spiel!","memory-game-instruct5
Final es-co & de translation review complete
Sheet: translation-items-v2"
833,memory-game-backward-prompt,memory-game,Choose the squares in the backward order.,Escoge los cuadrados en orden inverso.,Wähle die Quadrate in der umgekehrten Reihenfolge.,"memory-game-backward-prompt
Final es-co & de translation review complete
Sheet: translation-items-v2"
836,heart-instruct2,hearts-and-flowers,"When you see a heart, press the button on the same side.","Cuando veas un corazón, presiona el botón del mismo lado.","Wenn du ein Herz siehst, drücke den Knopf auf der gleichen Seite.","heart-instruct2
Final es-co & de translation review complete
Sheet: translation-items-v2"
837,hearts-and-flowers-try-again,hearts-and-flowers,That's not right. Try again.,La respuesta no es correcta.  Inténtalo de nuevo.,Das ist nicht richtig. Versuch es noch einmal.,"hearts-and-flowers-try-again
Final es-co & de translation review complete
Sheet: translation-items-v2"
841,hearts-and-flowers-instruct1,hearts-and-flowers,This time the game will go faster. It won't tell you if you are right or wrong. Try to keep up!,Esta vez el juego irá más rápido. No te dirá si la respuesta es correcta o no. ¡Trata de seguir el ritmo!,"Jetzt spielen wir das Spiel schneller. Es wird dir nicht sagen, ob du richtig oder falsch liegst. Versuch hinterherzukommen!","hearts-and-flowers-instruct1
Final es-co & de translation review complete
Sheet: translation-items-v2"
842,hearts-and-flowers-instruct2,hearts-and-flowers,"Try to answer as fast as you can without making mistakes. If you make a mistake, just keep going!","Intenta responder lo más rápido que puedas sin cometer errores. Si cometes un error, ¡sigue adelante!","Versuche, so schnell wie möglich zu antworten, ohne Fehler zu machen. Wenn du einen Fehler machst, mach einfach weiter!","hearts-and-flowers-instruct2
Final es-co & de translation review complete
Sheet: translation-items-v2"
852,vocab-item-001,vocab,the acorn,la bellota,die eichel,"vocab-item-001

Sheet: translation-items-v2"
853,vocab-item-002,vocab,the aloe,el áloe,die aloe,"vocab-item-002

Sheet: translation-items-v2"
854,vocab-item-003,vocab,the antenna,la antena,die antenne,"vocab-item-003

Sheet: translation-items-v2"
855,vocab-item-004,vocab,the artichoke,la alcachofa,die artischocke,"vocab-item-004

Sheet: translation-items-v2"
856,vocab-item-005,vocab,the bamboo,el bambú,der bambus,"vocab-item-005

Sheet: translation-items-v2"
857,vocab-item-006,vocab,the barrel,el barril,das fass,"vocab-item-006

Sheet: translation-items-v2"
858,vocab-item-007,vocab,the blender,la licuadora,der mixer,"vocab-item-007

Sheet: translation-items-v2"
859,vocab-item-008,vocab,the blower,el soplador,das gebläse,"vocab-item-008

Sheet: translation-items-v2"
860,vocab-item-009,vocab,the bouquet,el ramo,der blumenstrauß,"vocab-item-009

Sheet: translation-items-v2"
861,vocab-item-010,vocab,the buffet,el bufé,das buffet,"vocab-item-010

Sheet: translation-items-v2"
862,vocab-item-011,vocab,the bulldozer,la excavadora,die planierraupe,"vocab-item-011

Sheet: translation-items-v2"
863,vocab-item-012,vocab,the cake,el pastel,der kuchen,"vocab-item-012

Sheet: translation-items-v2"
864,vocab-item-013,vocab,the caramel,el caramelo,das karamell,"vocab-item-013

Sheet: translation-items-v2"
865,vocab-item-014,vocab,the carousel,el carrusel,das karussell,"vocab-item-014

Sheet: translation-items-v2"
866,vocab-item-015,vocab,the carrot,la zanahoria,die karotte,"vocab-item-015

Sheet: translation-items-v2"
867,vocab-item-016,vocab,the cassette,el casete,die kassette,"vocab-item-016

Sheet: translation-items-v2"
868,vocab-item-017,vocab,the cheese,el queso,der käse,"vocab-item-017

Sheet: translation-items-v2"
869,vocab-item-018,vocab,the cloak,la capucha,der mantel,"vocab-item-018

Sheet: translation-items-v2"
870,vocab-item-019,vocab,the clothespin,la pinza para la ropa,die wäscheklammer,"vocab-item-019

Sheet: translation-items-v2"
871,vocab-item-020,vocab,the coaster,el portavasos,der untersetzer,"vocab-item-020

Sheet: translation-items-v2"
872,vocab-item-021,vocab,the cork,el corcho,der korken,"vocab-item-021

Sheet: translation-items-v2"
873,vocab-item-022,vocab,the cornbread,el pan de maíz,das maisbrot,"vocab-item-022

Sheet: translation-items-v2"
874,vocab-item-023,vocab,the corset,el corsé,das korsett,"vocab-item-023

Sheet: translation-items-v2"
875,vocab-item-024,vocab,the dumpling,el dumpling,der Teigtaschen,"vocab-item-024

Sheet: translation-items-v2"
876,vocab-item-025,vocab,the elbow,el codo,der ellbogen,"vocab-item-025

Sheet: translation-items-v2"
877,vocab-item-026,vocab,the fan,el ventilador,der ventilator,"vocab-item-026

Sheet: translation-items-v2"
878,vocab-item-027,vocab,the foam,la espuma,der schaumstoff,"vocab-item-027

Sheet: translation-items-v2"
879,vocab-item-028,vocab,the footbath,la lavapiés,das fußbad,"vocab-item-028

Sheet: translation-items-v2"
880,vocab-item-029,vocab,the fruitcake,el pastel de frutas,der obstkuchen,"vocab-item-029

Sheet: translation-items-v2"
881,vocab-item-030,vocab,the gutter,la canaleta,die dachrinne,"vocab-item-030

Sheet: translation-items-v2"
882,vocab-item-031,vocab,the hamster,el hámster,der hamster,"vocab-item-031

Sheet: translation-items-v2"
883,vocab-item-032,vocab,the hedgehog,el erizo,der igel,"vocab-item-032

Sheet: translation-items-v2"
884,vocab-item-033,vocab,the hoe,la azadilla,die hacke,"vocab-item-033

Sheet: translation-items-v2"
885,vocab-item-034,vocab,the hopscotch,la golosa,Himmel und Hölle,"vocab-item-034

Sheet: translation-items-v2"
886,vocab-item-035,vocab,the kimono,el kimono,der kimono,"vocab-item-035

Sheet: translation-items-v2"
887,vocab-item-036,vocab,the latch,el cerrojo,der riegel,"vocab-item-036

Sheet: translation-items-v2"
888,vocab-item-037,vocab,the locker,el casillero,das schließfach,"vocab-item-037

Sheet: translation-items-v2"
889,vocab-item-038,vocab,the lollipop,la chupeta,der lollipop,"vocab-item-038

Sheet: translation-items-v2"
890,vocab-item-039,vocab,the map,el mapa,die karte,"vocab-item-039

Sheet: translation-items-v2"
891,vocab-item-040,vocab,the marshmallow,el malvavisco,der marshmallow,"vocab-item-040

Sheet: translation-items-v2"
892,vocab-item-041,vocab,the net,la malla,das netz,"vocab-item-041

Sheet: translation-items-v2"
893,vocab-item-042,vocab,the oil,el aceite,das öl,"vocab-item-042

Sheet: translation-items-v2"
894,vocab-item-043,vocab,the omelet,la tortilla,das omelett,"vocab-item-043

Sheet: translation-items-v2"
895,vocab-item-044,vocab,the pie,la tarta,der kuchen,"vocab-item-044

Sheet: translation-items-v2"
896,vocab-item-045,vocab,the pistachio,el pistacho,die pistazien,"vocab-item-045

Sheet: translation-items-v2"
897,vocab-item-046,vocab,the pitcher,la jarra,der krug,"vocab-item-046

Sheet: translation-items-v2"
898,vocab-item-047,vocab,the potato,la papa,die kartoffel,"vocab-item-047

Sheet: translation-items-v2"
899,vocab-item-048,vocab,the prism,el prisma,das prisma,"vocab-item-048

Sheet: translation-items-v2"
900,vocab-item-049,vocab,the puddle,el charco,die pfütze,"vocab-item-049

Sheet: translation-items-v2"
901,vocab-item-050,vocab,the pump,la bomba de agua,die pumpe,"vocab-item-050

Sheet: translation-items-v2"
902,vocab-item-051,vocab,the rice,el arroz,der reis,"vocab-item-051

Sheet: translation-items-v2"
903,vocab-item-052,vocab,the saddle,la silla de montar,der sattel,"vocab-item-052

Sheet: translation-items-v2"
904,vocab-item-053,vocab,the sandbag,el saco de arena,der sandsack,"vocab-item-053

Sheet: translation-items-v2"
905,vocab-item-054,vocab,the scaffolding,el andamio,das gerüst,"vocab-item-054

Sheet: translation-items-v2"
906,vocab-item-055,vocab,the scoop,el cucharón,die schaufel,"vocab-item-055

Sheet: translation-items-v2"
907,vocab-item-056,vocab,the seagull,la gaviota,die möwe,"vocab-item-056

Sheet: translation-items-v2"
908,vocab-item-057,vocab,the ship,el barco,das schiff,"vocab-item-057

Sheet: translation-items-v2"
909,vocab-item-058,vocab,the shower,la ducha,die dusche,"vocab-item-058

Sheet: translation-items-v2"
910,vocab-item-059,vocab,the silverware,los cubiertos,der tafelsilber,"vocab-item-059

Sheet: translation-items-v2"
911,vocab-item-060,vocab,the sink,el lavabo,das waschbecken,"vocab-item-060

Sheet: translation-items-v2"
912,vocab-item-061,vocab,the ski,el esquí,der ski,"vocab-item-061

Sheet: translation-items-v2"
913,vocab-item-062,vocab,the sloth,el oso perozoso,das faultier,"vocab-item-062

Sheet: translation-items-v2"
914,vocab-item-063,vocab,the snail,el caracol,die schnecke,"vocab-item-063

Sheet: translation-items-v2"
915,vocab-item-064,vocab,the sorbet,el sorbete,das sorbet,"vocab-item-064

Sheet: translation-items-v2"
916,vocab-item-065,vocab,the spatula,la espátula,der Pfannenwender,"vocab-item-065

Sheet: translation-items-v2"
917,vocab-item-066,vocab,the sprinkler,el aspersor,der sprinkler,"vocab-item-066

Sheet: translation-items-v2"
918,vocab-item-067,vocab,the squash,la calabaza,der kürbis,"vocab-item-067

Sheet: translation-items-v2"
919,vocab-item-068,vocab,the squirrel,la ardilla,das eichhörnchen,"vocab-item-068

Sheet: translation-items-v2"
920,vocab-item-069,vocab,the stew,el guiso,der Eintopf,"vocab-item-069

Sheet: translation-items-v2"
921,vocab-item-070,vocab,the rubber band,la banda elástica,das Gummiband,"vocab-item-070

Sheet: translation-items-v2"
922,vocab-item-071,vocab,the stump,el tocón,der baumstumpf,"vocab-item-071

Sheet: translation-items-v2"
923,vocab-item-072,vocab,the sunflower,el girasol,die sonnenblume,"vocab-item-072

Sheet: translation-items-v2"
924,vocab-item-073,vocab,the swordfish,el pez espada,der schwertfisch,"vocab-item-073

Sheet: translation-items-v2"
925,vocab-item-074,vocab,the tapestry,el tapiz,der wandteppich,"vocab-item-074

Sheet: translation-items-v2"
926,vocab-item-075,vocab,the teabag,la bolsa de té,der teebeutel,"vocab-item-075

Sheet: translation-items-v2"
927,vocab-item-076,vocab,the telescope,el telescopio,der teleskop,"vocab-item-076

Sheet: translation-items-v2"
928,vocab-item-077,vocab,the thermos,el termo,die thermoskanne,"vocab-item-077

Sheet: translation-items-v2"
929,vocab-item-078,vocab,the treasure,el tesoro,der schatz,"vocab-item-078

Sheet: translation-items-v2"
930,vocab-item-079,vocab,the trumpet,la trompeta,die trompete,"vocab-item-079

Sheet: translation-items-v2"
931,vocab-item-080,vocab,the tulip,el tulipán,die tulpe,"vocab-item-080

Sheet: translation-items-v2"
932,vocab-item-081,vocab,the turbine,la turbina,die turbine,"vocab-item-081

Sheet: translation-items-v2"
933,vocab-item-082,vocab,the turkey,el pavo,der truthahn,"vocab-item-082

Sheet: translation-items-v2"
934,vocab-item-083,vocab,the turtle,la tortuga,die schildkröte,"vocab-item-083

Sheet: translation-items-v2"
935,vocab-item-084,vocab,the typewriter,la máquina de escribir,die schreibmaschine,"vocab-item-084

Sheet: translation-items-v2"
936,vocab-item-085,vocab,the watermelon,la sandía,die wassermelone,"vocab-item-085

Sheet: translation-items-v2"
937,vocab-item-086,vocab,the waterwheel,la rueda hidráulica,das wasserrad,"vocab-item-086

Sheet: translation-items-v2"
938,vocab-item-087,vocab,the ant,la hormiga,die ameise,"vocab-item-087

Sheet: translation-items-v2"
939,vocab-item-088,vocab,the ball,la pelota,der kugel,"vocab-item-088

Sheet: translation-items-v2"
940,vocab-item-089,vocab,the bear,el oso,der bär,"vocab-item-089

Sheet: translation-items-v2"
941,vocab-item-090,vocab,the duck,el pato,die ente,"vocab-item-090

Sheet: translation-items-v2"
942,vocab-item-091,vocab,the fork,el tenedor,die gabel,"vocab-item-091

Sheet: translation-items-v2"
943,vocab-item-092,vocab,the kitten,el gatito,das kätzchen,"vocab-item-092

Sheet: translation-items-v2"
944,vocab-item-093,vocab,the knee,la rodilla,das knie,"vocab-item-093

Sheet: translation-items-v2"
945,vocab-item-094,vocab,the milkshake,la malteada,der milchshake,"vocab-item-094

Sheet: translation-items-v2"
946,vocab-item-095,vocab,the skin,la piel,der haut,"vocab-item-095

Sheet: translation-items-v2"
947,vocab-item-096,vocab,the wall,el muro,die wand,"vocab-item-096

Sheet: translation-items-v2"
948,vocab-item-097,vocab,the wheel,la rueda,das rad,"vocab-item-097

Sheet: translation-items-v2"
949,vocab-item-098,vocab,the farm,la granja,der bauernhof,"vocab-item-098

Sheet: translation-items-v2"
950,vocab-item-099,vocab,juggling,el malabarismo,der jonglieren,"vocab-item-099

Sheet: translation-items-v2"
951,vocab-item-100,vocab,the dressing,el aderezo,der Dressing,"vocab-item-100

Sheet: translation-items-v2"
952,vocab-item-101,vocab,the roof,el techo,das dach,"vocab-item-101

Sheet: translation-items-v2"
954,vocab-item-103,vocab,the ruler,la regla,das lineal,"vocab-item-103

Sheet: translation-items-v2"
955,vocab-item-104,vocab,the tunnel,el túnel,der tunnel,"vocab-item-104

Sheet: translation-items-v2"
956,vocab-item-105,vocab,the envelope,el sobre,der umschlag,"vocab-item-105

Sheet: translation-items-v2"
957,vocab-item-106,vocab,the diamond,el diamante,der diamant,"vocab-item-106

Sheet: translation-items-v2"
958,vocab-item-107,vocab,the calendar,el calendario,der kalender,"vocab-item-107

Sheet: translation-items-v2"
959,vocab-item-108,vocab,the panda,el panda,der panda,"vocab-item-108

Sheet: translation-items-v2"
960,vocab-item-109,vocab,the arrow,la flecha,der pfeil,"vocab-item-109

Sheet: translation-items-v2"
963,vocab-item-112,vocab,the knight,el caballero,der ritter,"vocab-item-112

Sheet: translation-items-v2"
965,vocab-item-114,vocab,the dentist,la dentista,der zahnarzt,"vocab-item-114

Sheet: translation-items-v2"
966,vocab-item-115,vocab,the claw,la garra,der Klauenhammer,"vocab-item-115

Sheet: translation-items-v2"
967,vocab-item-116,vocab,the uniform,el uniforme,die uniform,"vocab-item-116

Sheet: translation-items-v2"
969,vocab-item-118,vocab,the cormorant,el cormorán,der kormoran,"vocab-item-118

Sheet: translation-items-v2"
971,vocab-item-120,vocab,the arcade,la arcada,die arkade,"vocab-item-120

Sheet: translation-items-v2"
972,vocab-item-121,vocab,the artifact,el artefacto,das artefakt,"vocab-item-121

Sheet: translation-items-v2"
974,vocab-item-123,vocab,the beret,la boina,die baskenmütze,"vocab-item-123

Sheet: translation-items-v2"
977,vocab-item-126,vocab,the camp,el campamento,das lager,"vocab-item-126

Sheet: translation-items-v2"
980,vocab-item-129,vocab,the confectionery,la confitería,der Süßigkeiten,"vocab-item-129

Sheet: translation-items-v2"
981,vocab-item-130,vocab,the couturier,el costurero,der Schneider,"vocab-item-130

Sheet: translation-items-v2"
983,vocab-item-132,vocab,the divan,el diván,die Ottomane,"vocab-item-132

Sheet: translation-items-v2"
984,vocab-item-133,vocab,the wetland,el humedal,das feuchtgebiet,"vocab-item-133

Sheet: translation-items-v2"
985,vocab-item-134,vocab,the baywindow,la ventana salediza,das erkerfenster,"vocab-item-134

Sheet: translation-items-v2"
986,vocab-item-135,vocab,the aesthete,el esteta,der ästhetik,"vocab-item-135

Sheet: translation-items-v2"
991,vocab-item-140,vocab,the facade,la fachada,die fassade,"vocab-item-140

Sheet: translation-items-v2"
992,vocab-item-141,vocab,the slope,la pendiente,der hang,"vocab-item-141

Sheet: translation-items-v2"
993,vocab-item-142,vocab,the habit,el hábito,die Angewohnheit,"vocab-item-142

Sheet: translation-items-v2"
994,vocab-item-143,vocab,the intersection,la intersección,die kreuzung,"vocab-item-143

Sheet: translation-items-v2"
995,vocab-item-144,vocab,the irrigation,la irrigación,die bewässerung,"vocab-item-144

Sheet: translation-items-v2"
996,vocab-item-145,vocab,the kazoo,el kazoo,der kazoo,"vocab-item-145

Sheet: translation-items-v2"
998,vocab-item-147,vocab,the colony,la colonia,die kolonie,"vocab-item-147

Sheet: translation-items-v2"
1000,vocab-item-149,vocab,the awning,el toldo,der sonnensegel,"vocab-item-149

Sheet: translation-items-v2"
1002,vocab-item-151,vocab,the metronome,el metrónomo,das metronom,"vocab-item-151

Sheet: translation-items-v2"
1003,vocab-item-152,vocab,the paleontologist,el paleontólogo,der paläontologe,"vocab-item-152

Sheet: translation-items-v2"
1004,vocab-item-153,vocab,the percussion,la percusión,die perkussion,"vocab-item-153

Sheet: translation-items-v2"
1005,vocab-item-154,vocab,the posterior,la posterior,der hinten,"vocab-item-154

Sheet: translation-items-v2"
1007,vocab-item-156,vocab,the arbor,el quiosco,der Pavillon,"vocab-item-156

Sheet: translation-items-v2"
1009,vocab-item-158,vocab,the rosette,el rosetón,die rosette,"vocab-item-158

Sheet: translation-items-v2"
1010,vocab-item-159,vocab,the saffron,el azafrán,der safran,"vocab-item-159

Sheet: translation-items-v2"
1012,vocab-item-161,vocab,the skimmer,la desnatadora,der abschäumer,"vocab-item-161

Sheet: translation-items-v2"
1014,vocab-item-163,vocab,the suede,la gamuza,das wildleder,"vocab-item-163

Sheet: translation-items-v2"
1015,vocab-item-164,vocab,the turnstile,el torniquete,das Drehkreuz,"vocab-item-164

Sheet: translation-items-v2"
1016,vocab-item-165,vocab,the triad,la tríada,die triade,"vocab-item-165

Sheet: translation-items-v2"
1019,vocab-item-168,vocab,the steam,el vapor,der dampf,"vocab-item-168

Sheet: translation-items-v2"
1020,vocab-item-169,vocab,the vertebra,la vértebra,der wirbel,"vocab-item-169

Sheet: translation-items-v2"
1021,vocab-item-170,vocab,the bandage,el vendaje,der verband,"vocab-item-170

Sheet: translation-items-v2"
1030,ChildSurveyIntro,survey,"These questions ask you about how you feel at school and some of the things you do at school. There are no right or wrong answers. Choose the answer that best describes what you think. No, never; Yes, some of the time; Yes, most of the time; Yes, all of the time. The first two are for practice.","Estas preguntas se refieren a cómo te sientes en la escuela, y a algunas de las cosas que haces en la escuela. No hay respuestas correctas ni incorrectas. Elige la respuesta que mejor diga lo que tú piensas. No, nunca; Sí, algunas veces; Sí, muchas veces; Sí, siempre. Las dos primeras preguntas son de práctica.","In diesen Fragen geht es darum, wie du dich in der Schule fühlst und was du in der Schule machst. Es gibt keine richtigen oder falschen Antworten. Wähle die Antwort, die am besten beschreibt, was du denkst. Nein, nie; Ja, manchmal; Ja, meistens; Ja, immer. Die ersten beiden Fragen sind zum Üben.","ChildSurveyIntro

Sheet: translation-items-v2"
1031,Example1Comic,survey,Do you like to read comic books?,¿Te gusta leer historietas (comics)?,Liest du gerne Comics?,"Example1Comic

Sheet: translation-items-v2"
1032,Example2Neat,survey,Are you neat and tidy at school?,¿Eres limpio y ordenado en el colegio?,Bist du in der Schule ordentlich?,"Example2Neat

Sheet: translation-items-v2"
1033,TeacherNice,survey,Is your teacher nice to you?,¿Te trata bien tu profesor?,Ist dein Lehrer nett zu dir?,"TeacherNice

Sheet: translation-items-v2"
1034,TeacherLike,survey,Does your teacher like you?,¿Le caes bien a tu profesor?,Mag dich dein Lehrer?,"TeacherLike

Sheet: translation-items-v2"
1035,TeacherListen,survey,Does your teacher listen to you?,¿Te escucha tu profesor?,Hört dein Lehrer dir zu?,"TeacherListen

Sheet: translation-items-v2"
1036,SchoolFun,survey,Is school fun?,¿Te diviertes en el colegio?,Macht die Schule Spaß?,"SchoolFun

Sheet: translation-items-v2"
1037,SchoolEnjoy,survey,Do you enjoy school?,¿Te gusta la escuela?,"Magst du es, in die Schule zu gehen?","SchoolEnjoy

Sheet: translation-items-v2"
1038,SchoolHappy,survey,Are you happy at school?,¿Te sientes feliz en la escuela?,Bist du glücklich in der Schule?,"SchoolHappy

Sheet: translation-items-v2"
1039,SchoolSafe,survey,Do you feel safe at school?,¿Te sientes seguro o segura en el colegio?,Fühlst du dich in der Schule sicher?,"SchoolSafe

Sheet: translation-items-v2"
1040,ClassFriends,survey,Do you have friends in your class?,¿Tienes amigos o amigas en tu clase?,Hast du Freunde in deiner Klasse?,"ClassFriends

Sheet: translation-items-v2"
1041,ClassHelp,survey,Do the kids in your class help you when you need it?,¿Te ayudan los niños y las niñas de tu clase cuando lo necesitas?,"Helfen dir die Kinder in deiner Klasse, wenn du Hilfe brauchst?","ClassHelp

Sheet: translation-items-v2"
1042,ClassPlay,survey,Do the kids in your class play with you?,¿Los niños y las niñas de tu clase juegan contigo?,Spielen die Kinder in deiner Klasse mit dir?,"ClassPlay

Sheet: translation-items-v2"
1043,ClassNice,survey,Are the kids in your class nice to you?,¿Los niños y las niñas de tu clase son amables contigo?,Sind die Kinder in deiner Klasse nett zu dir?,"ClassNice

Sheet: translation-items-v2"
1044,LonelySchool,survey,Do you feel lonely at school?,¿Te sientes solo o sola en el colegio?,Fühlst du dich in der Schule einsam?,"LonelySchool

Sheet: translation-items-v2"
1045,LearningGood,survey,Are you good at learning things in school?,¿Te queda fácil aprender en el colegio?,"Bist du gut darin, in der Schule etwas zu lernen?","LearningGood

Sheet: translation-items-v2"
1046,SchoolGiveUp,survey,"When schoolwork is hard, do you give up right away?","Cuando las tareas escolares son difíciles, ¿te rindes enseguida?","Gibst du sofort auf, wenn dir die Schularbeit schwer fällt?","SchoolGiveUp

Sheet: translation-items-v2"
