,item_id,labels,en,es-CO,de,context
225,ToM-scene4-instruct4,theory-of-mind,,"Por eso, Johan mira por todas partes y no encuentra su camión de juguete. Su Mamá se enoja con él porque perdió el camión.",,"ToM-scene4-instruct4
Final es-co & de translation review complete"
226,ToM-scene4-q2,theory-of-mind,,¿Es justo que Mamá se enoje con Johan por haber perdido su camión?,,"ToM-scene4-q2
Final es-co & de translation review complete"
227,ToM-scene4-q3,theory-of-mind,,¿Mamá está enojada con Isabel? ,,"ToM-scene4-q3
Final es-co & de translation review complete"
228,ToM-scene4-q4-false_belief,theory-of-mind,,¿Johan está enojado con Isabel? ,,"ToM-scene4-q4-false_belief
Final es-co & de translation review complete"
229,ToM-scene4-instruct5,theory-of-mind,,"Cuando Isabel se da cuenta de que la mamá está enojada con Johan, va al patio de arena, saca el juguete de la arena y se lo devuelve a Johan.",,"ToM-scene4-instruct5
Final es-co & de translation review complete"
230,ToM-scene4-q5,theory-of-mind,,¿Ahora Mamá está enojada con Johan?,,"ToM-scene4-q5
Final es-co & de translation review complete"
231,ToM-scene4-q6,theory-of-mind,,¿Ahora Mamá está enojada con Isabel?,,"ToM-scene4-q6
Final es-co & de translation review complete"
232,ToM-scene4-q7,theory-of-mind,,¿Ahora Johan está enojado con Isabel?,,"ToM-scene4-q7
Final es-co & de translation review complete"
233,ToM-scene4-instruct6,theory-of-mind,,"Isabel le ofrece disculpas a Johan y le da un fuerte abrazo. Johan le devuelve el abrazo, y la mamá se une a ellos.",,"ToM-scene4-instruct6
Final es-co & de translation review complete"
234,ToM-scene5-instruct1,theory-of-mind,,"Ella es Carla. Hace un rato, la mamá de María limpiaba la casa mientras María observaba. La mamá dejó tres tazas en la cocina: hay una taza pequeña en la barra, una taza mediana en la mesa y una taza grande en un estante que está muy alto. ",,"ToM-scene5-instruct1
Final es-co & de translation review complete"
235,ToM-scene5-instruct2,theory-of-mind,,"Carla y Papá acaban de entrar y Carla le pide a su papá que le de una taza. Carla le dice a su papá ""¡quiero la taza grande!"".",,"ToM-scene5-instruct2
Final es-co & de translation review complete"
236,ToM-scene5-q1,theory-of-mind,,¿Cuál taza le dará el Papá a Carla?,,"ToM-scene5-q1
Final es-co & de translation review complete"
237,ToM-scene5-q2-reality_check,theory-of-mind,,¿Cuál taza quiere Carla?,,"ToM-scene5-q2-reality_check
Final es-co & de translation review complete"
238,small_cup,theory-of-mind,,La taza pequeña,,"small_cup
Final es-co & de translation review complete"
239,medium_cup,theory-of-mind,,La taza mediana,,"medium_cup
Final es-co & de translation review complete"
240,large_cup,theory-of-mind,,La taza grande,,"large_cup
Final es-co & de translation review complete"
241,ToM-scene5-q3-emotion_reasoning,theory-of-mind,,¿Cómo se siente Carla por no recibir la taza que quería?,,"ToM-scene5-q3-emotion_reasoning
"
242,ToM-scene5-q4-emotion_reasoning,theory-of-mind,,¿Cómo se sentiría Carla si hubiera recibido la taza que quería?,,"ToM-scene5-q4-emotion_reasoning
"
243,ToM-scene6-instruct1,theory-of-mind,,"Sam y María están jugando juntos. Cuando miran hacia afuera ven una tienda nueva al otro lado de la calle. María le dice a Sam: ""voy a ir a comprar camisetas nuevas para nosotros"" y se va.",,"ToM-scene6-instruct1
Final es-co & de translation review complete"
244,ToM-scene6-instruct2,theory-of-mind,,"        
Mamá llega a casa y le dice a Sam que acaba de pasar por la tienda. ""¿Venden camisetas?"" pregunta Sam. ""No"", dice Mamá, ""solo venden zapatos"". ""Probablemente ahora María va a comprar zapatos en la tienda"", dice Sam.",,"ToM-scene6-instruct2
Final es-co & de translation review complete"
245,ToM-scene6-q1,theory-of-mind,,"	
¿María sabe que en la tienda venden zapatos?",,"ToM-scene6-q1
Final es-co & de translation review complete"
246,ToM-scene6-instruct3,theory-of-mind,,"María llega a la tienda y dice ""me gustaría comprar camisas."" La vendedora responde ""Sólo nos quedan medias."" Como María también necesita medias, decide comprar algunos pares.",,"ToM-scene6-instruct3
Final es-co & de translation review complete"
247,ToM-scene6-q2,theory-of-mind,,¿Sam sabe que María ha comprado medias?,,"ToM-scene6-q2
Final es-co & de translation review complete"
248,ToM-scene6-q3,theory-of-mind,,¿Qué cree Sam que venden en la tienda?,,"ToM-scene6-q3
Final es-co & de translation review complete"
249,shoes,theory-of-mind,,Zapatos,,"shoes
Final es-co & de translation review complete"
250,socks,theory-of-mind,,Medias,,"socks
Final es-co & de translation review complete"
251,shirts,theory-of-mind,,Camisetas,,"shirts
Final es-co & de translation review complete"
252,ToM-scene6-instruct4,theory-of-mind,,"Caminando de regreso, María se encuentra con su padre. Ella le dice ""acabo de comprar unas medias. Voy a compartirlas con mi hermano Sam. Es una sorpresa"".
""Es muy amable de tu parte"", dice Papá. Luego le pregunta a María: ""¿Sam sabe qué le has comprado?"".",,"ToM-scene6-instruct4
Final es-co & de translation review complete"
253,ToM-scene6-q4,theory-of-mind,,¿Qué le dice María a Papá?,,"ToM-scene6-q4
Final es-co & de translation review complete"
254,ToM-scene6-instruct5,theory-of-mind,,"Entonces Papá pregunta: ""¿Qué cree Sam que venden en la tienda?"".",,"ToM-scene6-instruct5
Final es-co & de translation review complete"
255,ToM-scene6-q5,theory-of-mind,,¿Qué le dice María a Papá?,,"ToM-scene6-q5
Final es-co & de translation review complete"
256,ToM-scene6-q6,theory-of-mind,,¿Qué cree Sam que venden en la tienda?,,"ToM-scene6-q6
Final es-co & de translation review complete"
257,ToM-scene6-instruct6,theory-of-mind,,Sam está muy feliz por recibir sus medias nuevas.,,"ToM-scene6-instruct6
"
258,hostile-attribution-scene1-instruct1,hostile-attribution,,Imagina que vas camino a la escuela y llevas puestos tus zapatos nuevos. Te gustan mucho tus zapatos nuevos y es la primera vez que los usas.,,"hostile-attribution-scene1-instruct1
Final es-co & de translation review complete"
259,hostile-attribution-scene1-instruct2,hostile-attribution,,"De repente, un chico te golpea por detrás. Tropiezas y caes en un charco de barro y tus zapatos nuevos se ensucian de barro.",,"hostile-attribution-scene1-instruct2
Final es-co & de translation review complete"
260,hostile-attribution-scene1-q1,hostile-attribution,,¿Crees que el chico te golpeó a propósito o por accidente?,,"hostile-attribution-scene1-q1
Final es-co & de translation review complete"
261,hostile-attribution-scene1-q2,hostile-attribution,,Elige una de las tres opciones que tú harías:,,"hostile-attribution-scene1-q2
Final es-co & de translation review complete"
262,hostile-attribution-scene1-q2-ans1,hostile-attribution,,limpiar mis zapatos,,"hostile-attribution-scene1-q2-ans1
Final es-co & de translation review complete"
263,hostile-attribution-scene1-q2-ans2,hostile-attribution,,alejarme del chico,,"hostile-attribution-scene1-q2-ans2
Final es-co & de translation review complete"
264,hostile-attribution-scene1-q2-ans3,hostile-attribution,,empujar al chico al barro,,"hostile-attribution-scene1-q2-ans3
Final es-co & de translation review complete"
265,hostile-attribution-scene2-instruct1,hostile-attribution,,"Imagina que estás en el patio de recreo. Tú y otros niños están haciendo una carrera. Un niño está parado a un lado, haciendo rebotar una pelota de baloncesto.",,"hostile-attribution-scene2-instruct1
Es-co complete, de still needs review."
266,hostile-attribution-scene2-instruct2,hostile-attribution,,"De repente, el chico hace rebotar la pelota y rueda bajo tus pies, haciéndote caer. Te raspas la rodilla, y alguien más gana la carrera.",,"hostile-attribution-scene2-instruct2
Es-co complete, de still needs review."
267,hostile-attribution-scene2-q1,hostile-attribution,,¿Crees que el chico te hizo caer a propósito o por accidente?,,"hostile-attribution-scene2-q1
Final es-co & de translation review complete"
268,hostile-attribution-scene2-q2,hostile-attribution,,Elige una de las tres opciones que tú harías:,,"hostile-attribution-scene2-q2
Final es-co & de translation review complete"
269,hostile-attribution-scene2-q2-ans1,hostile-attribution,,ir a otra zona del patio de recreo,,"hostile-attribution-scene2-q2-ans1
Final es-co & de translation review complete"
270,hostile-attribution-scene2-q2-ans2,hostile-attribution,,insultar al niño,,"hostile-attribution-scene2-q2-ans2
Final es-co & de translation review complete"
271,hostile-attribution-scene2-q2-ans3,hostile-attribution,,curar mi rodilla,,"hostile-attribution-scene2-q2-ans3
Final es-co & de translation review complete"
272,hostile-attribution-scene3-instruct1,hostile-attribution,,Imagina que estás trabajando en una tarea en tu escritorio.,,"hostile-attribution-scene3-instruct1
Final es-co & de translation review complete"
273,hostile-attribution-scene3-instruct2,hostile-attribution,,"Te levantas para sacarle punta a tu lápiz y, de regreso a tu escritorio, vas detrás de un niño que camina justo delante de ti. El niño pasa por tu escritorio antes de que tú llegues.",,"hostile-attribution-scene3-instruct2
Final es-co & de translation review complete"
274,hostile-attribution-scene3-instruct3,hostile-attribution,,"De repente, el chico tira todos los papeles que estaban en tu escritorio y ahora están regados en el suelo.",,"hostile-attribution-scene3-instruct3
Es-co complete, de still needs review."
275,hostile-attribution-scene3-q1,hostile-attribution,,¿Crees que el chico tiró tus papeles al suelo a propósito o por accidente?,,"hostile-attribution-scene3-q1
Es-co complete, de still needs review."
276,hostile-attribution-scene3-q2,hostile-attribution,,Elige una de las tres opciones que tú harías:,,"hostile-attribution-scene3-q2
Final es-co & de translation review complete"
277,hostile-attribution-scene3-q2-ans1,hostile-attribution,,insultar al niño,,"hostile-attribution-scene3-q2-ans1
Final es-co & de translation review complete"
278,hostile-attribution-scene3-q2-ans2,hostile-attribution,,recoger los papeles,,"hostile-attribution-scene3-q2-ans2
Final es-co & de translation review complete"
279,hostile-attribution-scene3-q2-ans3,hostile-attribution,,no hacer nada,,"hostile-attribution-scene3-q2-ans3
Final es-co & de translation review complete"
280,hostile-attribution-scene1-by-accident,theory-of-mind,,por accidente,,"hostile-attribution-scene1-by-accident
Final es-co & de translation review complete"
281,hostile-attribution-scene1-on-purpose,theory-of-mind,,a propósito,,"hostile-attribution-scene1-on-purpose
Final es-co & de translation review complete"
282,hostile-attribution-scene2-by-accident,theory-of-mind,,por accidente,,"hostile-attribution-scene2-by-accident
Final es-co & de translation review complete"
283,hostile-attribution-scene2-on-purpose,theory-of-mind,,a propósito,,"hostile-attribution-scene2-on-purpose
Final es-co & de translation review complete"
284,hostile-attribution-scene3-by-accident,theory-of-mind,,por accidente,,"hostile-attribution-scene3-by-accident
Final es-co & de translation review complete"
285,hostile-attribution-scene3-on-purpose,theory-of-mind,,a propósito,,"hostile-attribution-scene3-on-purpose
Final es-co & de translation review complete"
286,am,same-different-selection,,"Este es el juego de parejas. En este juego, vas a elegir conjuntos de cartas que se parecen de alguna manera. Primero, veamos algunas de las cartas que vas a ver.",,"am
Final es-co & de translation review complete"
287,same-different-selection-touch-circle,same-different-selection,,Escoge la carta que tiene un círculo.,,"same-different-selection-touch-circle
Final es-co & de translation review complete"
288,same-different-selection-touch-square,same-different-selection,,Escoge la carta que tiene un cuadrado.,,"same-different-selection-touch-square
Final es-co & de translation review complete"
289,same-different-selection-touch-triangle,same-different-selection,,Escoge la carta que tiene un triángulo.,,"same-different-selection-touch-triangle
Final es-co & de translation review complete"
290,same-different-selection-touch-star,same-different-selection,,Escoge la carta que tiene una estrella.,,"same-different-selection-touch-star
Final es-co & de translation review complete"
291,same-different-selection-touch-green,same-different-selection,,Escoge la carta que tiene una figura verde.,,"same-different-selection-touch-green
Final es-co & de translation review complete"
292,same-different-selection-touch-red,same-different-selection,,Escoge la carta que tiene una figura roja.,,"same-different-selection-touch-red
Final es-co & de translation review complete"
293,same-different-selection-touch-blue,same-different-selection,,Escoge la carta que tiene una figura azul.,,"same-different-selection-touch-blue
Final es-co & de translation review complete"
294,same-different-selection-touch-yellow,same-different-selection,,Escoge la carta que tiene una figura amarilla.,,"same-different-selection-touch-yellow
Final es-co & de translation review complete"
295,same-different-selection-touch-small,same-different-selection,,Escoge la carta que tiene una figura pequeña.,,"same-different-selection-touch-small
Final es-co & de translation review complete"
296,same-different-selection-touch-medium,same-different-selection,,Escoge la carta que tiene una figura mediana.,,"same-different-selection-touch-medium
Final es-co & de translation review complete"
297,same-different-selection-touch-large,same-different-selection,,Escoge la carta que tiene una figura grande.,,"same-different-selection-touch-large
Final es-co & de translation review complete"
298,same-different-selection-touch-white,same-different-selection,,Escoge la estrella en la carta blanca.,,"same-different-selection-touch-white
Final es-co & de translation review complete"
299,same-different-selection-touch-gray,same-different-selection,,Escoge la estrella en la carta gris.,,"same-different-selection-touch-gray
Final es-co & de translation review complete"
300,same-different-selection-touch-black,same-different-selection,,Escoge la estrella en la carta negra.,,"same-different-selection-touch-black
Final es-co & de translation review complete"
301,same-different-selection-touch-striped,same-different-selection,,Escoge la estrella en la carta con rayas.,,"same-different-selection-touch-striped
Final es-co & de translation review complete"
302,same-different-selection-touch-1,same-different-selection,,Escoge la carta con 1 estrella.,,"same-different-selection-touch-1
Final es-co & de translation review complete"
303,same-different-selection-touch-2,same-different-selection,,Escoge la carta con 2 estrellas.,,"same-different-selection-touch-2
Final es-co & de translation review complete"
304,same-different-selection-touch-3,same-different-selection,,Escoge la carta con 3 estrellas.,,"same-different-selection-touch-3
Final es-co & de translation review complete"
305,same-different-selection-touch-4,same-different-selection,,Escoge la carta con 4 estrellas.,,"same-different-selection-touch-4
Final es-co & de translation review complete"
306,same-different-selection-instruct2,same-different-selection,,Ahora vas a ver dos cartas que son iguales de alguna manera. Luego vas a ver una nueva carta que se parece a una de esas cartas. Tu trabajo es elegir la carta que se parece en algo a esa nueva carta.,,"same-different-selection-instruct2
Final es-co & de translation review complete"
307,same-different-selection-instruct3,same-different-selection,,"Ahora vas a ver tres cartas y debes escoger dos que sean iguales de alguna manera. Luego vas a ver las mismas tres cartas, pero  vas a escoger otras dos cartas que sean iguales de alguna otra manera.",,"same-different-selection-instruct3
Final es-co & de translation review complete"
308,same-different-selection-both-circles,same-different-selection,,Aquí hay dos cartas. Son iguales en algo. Ambas tienen círculos.,,"same-different-selection-both-circles
Final es-co & de translation review complete"
309,same-different-selection-both-squares,same-different-selection,,Aquí hay dos cartas. Son iguales en algo. Ambas tienen cuadrados.,,"same-different-selection-both-squares
Final es-co & de translation review complete"
310,same-different-selection-both-triangles,same-different-selection,,Aquí hay dos cartas. Son iguales en algo. Ambas tienen triángulos.,,"same-different-selection-both-triangles
Final es-co & de translation review complete"
311,same-different-selection-both-red,same-different-selection,,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras rojas.,,"same-different-selection-both-red
Final es-co & de translation review complete"
312,same-different-selection-both-green,same-different-selection,,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras verdes.,,"same-different-selection-both-green
Final es-co & de translation review complete"
313,same-different-selection-both-yellow,same-different-selection,,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras amarillas.,,"same-different-selection-both-yellow
Final es-co & de translation review complete"
314,same-different-selection-both-blue,same-different-selection,,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras azules.,,"same-different-selection-both-blue
Final es-co & de translation review complete"
315,same-different-selection-both-small,same-different-selection,,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras pequeñas.,,"same-different-selection-both-small
Final es-co & de translation review complete"
316,same-different-selection-both-medium,same-different-selection,,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras medianas.,,"same-different-selection-both-medium
Final es-co & de translation review complete"
317,same-different-selection-both-large,same-different-selection,,Aquí hay dos cartas. Son iguales en algo. Ambas tienen figuras grandes.,,"same-different-selection-both-large
Final es-co & de translation review complete"
318,sds-prompt3,same-different-selection,,Aquí hay otra carta. ¿Cuál de estas tiene algo que es igual a esta?,,"sds-prompt3
Final es-co & de translation review complete"
319,sds-3match-prompt2,same-different-selection,,Aquí están otra vez las mismas cartas. Ahora debe escoger dos cartas que sean pareja porque son iguales en algo diferente.,,"sds-3match-prompt2
Final es-co & de translation review complete"
320,sds-2match-prompt1,same-different-selection,,Aquí hay un nuevo grupo de cartas. Escoge dos cartas que sean iguales en algún aspecto. ,,"sds-2match-prompt1
Final es-co & de translation review complete"
321,sds-2match-prompt2,same-different-selection,,Escoge dos cartas que sean pareja porque son iguales en algo diferente. ,,"sds-2match-prompt2
Final es-co & de translation review complete"
322,sds-3unique-prompt1,same-different-selection,,Escoge tres cartas que sean iguales en un solo aspecto. ,,"sds-3unique-prompt1
Final es-co & de translation review complete"
323,sds-3unique-prompt2,same-different-selection,,Escoge otras tres cartas que sean iguales en un solo aspecto.,,"sds-3unique-prompt2
Final es-co & de translation review complete"
324,memory-game-display,memory-game,,Observa cómo se iluminan los cuadrados.,,"memory-game-display
Final es-co & de translation review complete"
325,memory-game-input,memory-game,,Selecciona los cuadrados en el orden en que fueron destacados.,,"memory-game-input
Final es-co & de translation review complete"
326,memory-game-instruct1,memory-game,,Este es el juego de la memoria. Las reglas son las siguientes.,,"memory-game-instruct1
Final es-co & de translation review complete"
327,memory-game-instruct2,memory-game,,Verás que los cuadrados se iluminan.,,"memory-game-instruct2
Final es-co & de translation review complete"
328,memory-game-instruct3,memory-game,,Vas a tocar los cuadrados en el mismo orden.,,"memory-game-instruct3
Final es-co & de translation review complete"
329,memory-game-instruct4,memory-game,,¡Observa con atención! Intenta recordar el orden.,,"memory-game-instruct4
Final es-co & de translation review complete"
330,memory-game-forward-prompt,memory-game,,Escoge los cuadrados en el mismo orden.,,"memory-game-forward-prompt
Final es-co & de translation review complete"
331,memory-game-forward-try-again,memory-game,,La respuesta no es correcta.  Inténtalo de nuevo. Escoge los cuadrados en el mismo orden.,,"memory-game-forward-try-again
"
332,memory-game-instruct5,memory-game,,Esta vez el juego no te dirá si la respuesta es correcta o no. ¡Empecemos a jugar al juego de memoria!,,"memory-game-instruct5
Final es-co & de translation review complete"
333,memory-game-instruct7,memory-game,,¡Empecemos a jugar al juego de memoria!,,"memory-game-instruct7
Final es-co & de translation review complete"
334,memory-game-backward-prompt,memory-game,,Escoge los cuadrados siguiendo el orden inverso a la secuencia.,,"memory-game-backward-prompt
Final es-co & de translation review complete"
335,memory-game-backward-try-again,memory-game,,La respuesta no es correcta.  Inténtalo de nuevo. Escoge los cuadrados en orden inverso.,,"memory-game-backward-try-again
"
336,heart-instruct1,hearts-and-flowers,,Este es el juego del corazón. Las reglas son las siguientes.,,"heart-instruct1
Final es-co & de translation review complete"
337,heart-instruct2,hearts-and-flowers,,"Cuando veas un corazón, presiona el botón del mismo lado.",,"heart-instruct2
Final es-co & de translation review complete"
338,hearts-and-flowers-try-again,hearts-and-flowers,,Eso no está bien. Inténtalo de nuevo.,,"hearts-and-flowers-try-again
Final es-co & de translation review complete"
339,heart-practice-feedback1,hearts-and-flowers,,El corazón está en el lado derecho. Presiona el botón derecho.,,"heart-practice-feedback1
Final es-co & de translation review complete"
340,hearts-and-flowers-practice-time,hearts-and-flowers,,¡Es hora de practicar!,,"hearts-and-flowers-practice-time
Final es-co & de translation review complete"
341,heart-practice-feedback2,hearts-and-flowers,,"¡Recuerda! Cuando veas un CORAZÓN, presiona el botón del MISMO lado.",,"heart-practice-feedback2
Final es-co & de translation review complete"
342,hearts-and-flowers-instruct1,hearts-and-flowers,,Esta vez el juego irá más rápido. No te dirá si la respuesta es correcta o no. ¡Trata de seguir el ritmo!,,"hearts-and-flowers-instruct1
Final es-co & de translation review complete"
343,hearts-and-flowers-instruct2,hearts-and-flowers,,"Intenta responder lo más rápido que puedas sin cometer errores. Si cometes un error, ¡sigue adelante!",,"hearts-and-flowers-instruct2
Final es-co & de translation review complete"
344,hearts-and-flowers-play-time,hearts-and-flowers,,¡Hora de jugar!,,"hearts-and-flowers-play-time
Final es-co & de translation review complete"
345,flower-instruct1,hearts-and-flowers,,Este es el juego de las flores. Las reglas son las siguientes.,,"flower-instruct1
Final es-co & de translation review complete"
346,flower-instruct2,hearts-and-flowers,,"Cuando veas una flor, presiona el botón del lado opuesto.",,"flower-instruct2
Final es-co & de translation review complete"
347,flower-practice-feedback1,hearts-and-flowers,,La flor está en el lado izquierdo. Presione el botón derecho.,,"flower-practice-feedback1
Final es-co & de translation review complete"
348,flower-practice-feedback2,hearts-and-flowers,,"Cuando veas una FLOR, presiona el botón en el lado OPUESTO.",,"flower-practice-feedback2
Final es-co & de translation review complete"
349,hearts-and-flowers-instruct3,hearts-and-flowers,,"Ahora, vamos a jugar un juego con corazones y flores.",,"hearts-and-flowers-instruct3
Final es-co & de translation review complete"
350,hearts-and-flowers-encourage1,hearts-and-flowers,,¡Trata de seguir el ritmo!,,"hearts-and-flowers-encourage1
Final es-co & de translation review complete"
351,hearts-and-flowers-encourage2,hearts-and-flowers,,"Si cometes un error, ¡sigue adelante!",,"hearts-and-flowers-encourage2
Final es-co & de translation review complete"
352,hearts-and-flowers-end,hearts-and-flowers,,"¡Bien hecho, has terminado el juego!",,"hearts-and-flowers-end
Final es-co & de translation review complete"
353,vocab-item-001,vocab,,la bellota,,"vocab-item-001
"
354,vocab-item-002,vocab,,el áloe,,"vocab-item-002
"
355,vocab-item-003,vocab,,la antena,,"vocab-item-003
"
356,vocab-item-004,vocab,,la alcachofa,,"vocab-item-004
"
357,vocab-item-005,vocab,,el bambú,,"vocab-item-005
"
358,vocab-item-006,vocab,,el barril,,"vocab-item-006
"
359,vocab-item-007,vocab,,la licuadora,,"vocab-item-007
"
360,vocab-item-008,vocab,,el soplador,,"vocab-item-008
"
361,vocab-item-009,vocab,,el ramo,,"vocab-item-009
"
362,vocab-item-010,vocab,,el bufé,,"vocab-item-010
"
363,vocab-item-011,vocab,,la excavadora,,"vocab-item-011
"
364,vocab-item-012,vocab,,el pastel,,"vocab-item-012
"
365,vocab-item-013,vocab,,el caramelo,,"vocab-item-013
"
366,vocab-item-014,vocab,,el carrusel,,"vocab-item-014
"
367,vocab-item-015,vocab,,la zanahoria,,"vocab-item-015
"
368,vocab-item-016,vocab,,el casete,,"vocab-item-016
"
369,vocab-item-017,vocab,,el queso,,"vocab-item-017
"
370,vocab-item-018,vocab,,la capucha,,"vocab-item-018
"
371,vocab-item-019,vocab,,la pinza para la ropa,,"vocab-item-019
"
372,vocab-item-020,vocab,,el portavasos,,"vocab-item-020
"
373,vocab-item-021,vocab,,el corcho,,"vocab-item-021
"
374,vocab-item-022,vocab,,,,"vocab-item-022
"
375,vocab-item-023,vocab,,,,"vocab-item-023
"
376,vocab-item-024,vocab,,,,"vocab-item-024
"
377,vocab-item-025,vocab,,,,"vocab-item-025
"
378,vocab-item-026,vocab,,,,"vocab-item-026
"
379,vocab-item-027,vocab,,,,"vocab-item-027
"
380,vocab-item-028,vocab,,,,"vocab-item-028
"
381,vocab-item-029,vocab,,,,"vocab-item-029
"
382,vocab-item-030,vocab,,,,"vocab-item-030
"
383,vocab-item-031,vocab,,,,"vocab-item-031
"
384,vocab-item-032,vocab,,,,"vocab-item-032
"
385,vocab-item-033,vocab,,,,"vocab-item-033
"
386,vocab-item-034,vocab,,,,"vocab-item-034
"
387,vocab-item-035,vocab,,,,"vocab-item-035
"
388,vocab-item-036,vocab,,,,"vocab-item-036
"
389,vocab-item-037,vocab,,,,"vocab-item-037
"
390,vocab-item-038,vocab,,,,"vocab-item-038
"
391,vocab-item-039,vocab,,,,"vocab-item-039
"
392,vocab-item-040,vocab,,,,"vocab-item-040
"
393,vocab-item-041,vocab,,,,"vocab-item-041
"
394,vocab-item-042,vocab,,,,"vocab-item-042
"
395,vocab-item-043,vocab,,,,"vocab-item-043
"
396,vocab-item-044,vocab,,,,"vocab-item-044
"
397,vocab-item-045,vocab,,,,"vocab-item-045
"
398,vocab-item-046,vocab,,,,"vocab-item-046
"
399,vocab-item-047,vocab,,,,"vocab-item-047
"
400,vocab-item-048,vocab,,,,"vocab-item-048
"
401,vocab-item-049,vocab,,,,"vocab-item-049
"
402,vocab-item-050,vocab,,,,"vocab-item-050
"
403,vocab-item-051,vocab,,,,"vocab-item-051
"
404,vocab-item-052,vocab,,,,"vocab-item-052
"
405,vocab-item-053,vocab,,,,"vocab-item-053
"
406,vocab-item-054,vocab,,,,"vocab-item-054
"
407,vocab-item-055,vocab,,,,"vocab-item-055
"
408,vocab-item-056,vocab,,,,"vocab-item-056
"
409,vocab-item-057,vocab,,,,"vocab-item-057
"
410,vocab-item-058,vocab,,,,"vocab-item-058
"
411,vocab-item-059,vocab,,,,"vocab-item-059
"
412,vocab-item-060,vocab,,,,"vocab-item-060
"
413,vocab-item-061,vocab,,,,"vocab-item-061
"
414,vocab-item-062,vocab,,,,"vocab-item-062
"
415,vocab-item-063,vocab,,,,"vocab-item-063
"
416,vocab-item-064,vocab,,,,"vocab-item-064
"
417,vocab-item-065,vocab,,,,"vocab-item-065
"
418,vocab-item-066,vocab,,,,"vocab-item-066
"
419,vocab-item-067,vocab,,,,"vocab-item-067
"
420,vocab-item-068,vocab,,,,"vocab-item-068
"
421,vocab-item-069,vocab,,,,"vocab-item-069
"
422,vocab-item-070,vocab,,,,"vocab-item-070
"
423,vocab-item-071,vocab,,,,"vocab-item-071
"
424,vocab-item-072,vocab,,,,"vocab-item-072
"
425,vocab-item-073,vocab,,,,"vocab-item-073
"
426,vocab-item-074,vocab,,,,"vocab-item-074
"
427,vocab-item-075,vocab,,,,"vocab-item-075
"
428,vocab-item-076,vocab,,,,"vocab-item-076
"
429,vocab-item-077,vocab,,,,"vocab-item-077
"
430,vocab-item-078,vocab,,,,"vocab-item-078
"
431,vocab-item-079,vocab,,,,"vocab-item-079
"
432,vocab-item-080,vocab,,,,"vocab-item-080
"
433,vocab-item-081,vocab,,,,"vocab-item-081
"
434,vocab-item-082,vocab,,,,"vocab-item-082
"
435,vocab-item-083,vocab,,,,"vocab-item-083
"
436,vocab-item-084,vocab,,,,"vocab-item-084
"
437,vocab-item-085,vocab,,,,"vocab-item-085
"
438,vocab-item-086,vocab,,,,"vocab-item-086
"
439,vocab-item-087,vocab,,,,"vocab-item-087
"
440,vocab-item-088,vocab,,,,"vocab-item-088
"
441,vocab-item-089,vocab,,,,"vocab-item-089
"
442,vocab-item-090,vocab,,,,"vocab-item-090
"
443,vocab-item-091,vocab,,,,"vocab-item-091
"
444,vocab-item-092,vocab,,,,"vocab-item-092
"
445,vocab-item-093,vocab,,,,"vocab-item-093
"
446,vocab-item-094,vocab,,,,"vocab-item-094
"
447,vocab-item-095,vocab,,,,"vocab-item-095
"
448,vocab-item-096,vocab,,,,"vocab-item-096
"
449,vocab-item-097,vocab,,,,"vocab-item-097
"
450,vocab-item-098,vocab,,,,"vocab-item-098
"
451,vocab-item-099,vocab,,,,"vocab-item-099
"
452,vocab-item-100,vocab,,,,"vocab-item-100
"
453,vocab-item-101,vocab,,,,"vocab-item-101
"
454,vocab-item-102,vocab,,,,"vocab-item-102
"
455,vocab-item-103,vocab,,,,"vocab-item-103
"
456,vocab-item-104,vocab,,,,"vocab-item-104
"
457,vocab-item-105,vocab,,,,"vocab-item-105
"
458,vocab-item-106,vocab,,,,"vocab-item-106
"
459,vocab-item-107,vocab,,,,"vocab-item-107
"
460,vocab-item-108,vocab,,,,"vocab-item-108
"
461,vocab-item-109,vocab,,,,"vocab-item-109
"
462,vocab-item-110,vocab,,,,"vocab-item-110
"
463,vocab-item-111,vocab,,,,"vocab-item-111
"
464,vocab-item-112,vocab,,,,"vocab-item-112
"
465,vocab-item-113,vocab,,,,"vocab-item-113
"
466,vocab-item-114,vocab,,,,"vocab-item-114
"
467,vocab-item-115,vocab,,,,"vocab-item-115
"
468,vocab-item-116,vocab,,,,"vocab-item-116
"
469,vocab-item-117,vocab,,,,"vocab-item-117
"
470,vocab-item-118,vocab,,,,"vocab-item-118
"
471,vocab-item-119,vocab,,,,"vocab-item-119
"
472,vocab-item-120,vocab,,,,"vocab-item-120
"
473,vocab-item-121,vocab,,,,"vocab-item-121
"
474,vocab-item-122,vocab,,,,"vocab-item-122
"
475,vocab-item-123,vocab,,,,"vocab-item-123
"
476,vocab-item-124,vocab,,,,"vocab-item-124
"
477,vocab-item-125,vocab,,,,"vocab-item-125
"
478,vocab-item-126,vocab,,,,"vocab-item-126
"
479,vocab-item-127,vocab,,,,"vocab-item-127
"
