,item_id,labels,en,es-CO,de,context
379,vocab-item-083,vocab,,,,"vocab-item-083
"
380,vocab-item-084,vocab,,,,"vocab-item-084
"
381,vocab-item-085,vocab,,,,"vocab-item-085
"
382,vocab-item-086,vocab,,,,"vocab-item-086
"
383,vocab-item-087,vocab,,,,"vocab-item-087
"
384,vocab-item-088,vocab,,,,"vocab-item-088
"
385,vocab-item-089,vocab,,,,"vocab-item-089
"
386,vocab-item-090,vocab,,,,"vocab-item-090
"
387,vocab-item-091,vocab,,,,"vocab-item-091
"
388,vocab-item-092,vocab,,,,"vocab-item-092
"
389,vocab-item-093,vocab,,,,"vocab-item-093
"
390,vocab-item-094,vocab,,,,"vocab-item-094
"
391,vocab-item-095,vocab,,,,"vocab-item-095
"
392,vocab-item-096,vocab,,,,"vocab-item-096
"
393,vocab-item-097,vocab,,,,"vocab-item-097
"
394,vocab-item-098,vocab,,,,"vocab-item-098
"
395,vocab-item-099,vocab,,,,"vocab-item-099
"
396,vocab-item-100,vocab,,,,"vocab-item-100
"
397,vocab-item-101,vocab,,,,"vocab-item-101
"
398,vocab-item-102,vocab,,,,"vocab-item-102
"
399,vocab-item-103,vocab,,,,"vocab-item-103
"
400,vocab-item-104,vocab,,,,"vocab-item-104
"
401,vocab-item-105,vocab,,,,"vocab-item-105
"
402,vocab-item-106,vocab,,,,"vocab-item-106
"
403,vocab-item-107,vocab,,,,"vocab-item-107
"
404,vocab-item-108,vocab,,,,"vocab-item-108
"
405,vocab-item-109,vocab,,,,"vocab-item-109
"
406,vocab-item-110,vocab,,,,"vocab-item-110
"
407,vocab-item-111,vocab,,,,"vocab-item-111
"
408,vocab-item-112,vocab,,,,"vocab-item-112
"
409,vocab-item-113,vocab,,,,"vocab-item-113
"
410,vocab-item-114,vocab,,,,"vocab-item-114
"
411,vocab-item-115,vocab,,,,"vocab-item-115
"
412,vocab-item-116,vocab,,,,"vocab-item-116
"
413,vocab-item-117,vocab,,,,"vocab-item-117
"
414,vocab-item-118,vocab,,,,"vocab-item-118
"
415,vocab-item-119,vocab,,,,"vocab-item-119
"
416,vocab-item-120,vocab,,,,"vocab-item-120
"
417,vocab-item-121,vocab,,,,"vocab-item-121
"
418,vocab-item-122,vocab,,,,"vocab-item-122
"
419,vocab-item-123,vocab,,,,"vocab-item-123
"
420,vocab-item-124,vocab,,,,"vocab-item-124
"
421,vocab-item-125,vocab,,,,"vocab-item-125
"
422,vocab-item-126,vocab,,,,"vocab-item-126
"
423,vocab-item-127,vocab,,,,"vocab-item-127
"
424,vocab-item-128,vocab,,,,"vocab-item-128
"
425,vocab-item-129,vocab,,,,"vocab-item-129
"
426,vocab-item-130,vocab,,,,"vocab-item-130
"
427,vocab-item-131,vocab,,,,"vocab-item-131
"
428,vocab-item-132,vocab,,,,"vocab-item-132
"
429,vocab-item-133,vocab,,,,"vocab-item-133
"
430,vocab-item-134,vocab,,,,"vocab-item-134
"
431,vocab-item-135,vocab,,,,"vocab-item-135
"
432,vocab-item-136,vocab,,,,"vocab-item-136
"
433,vocab-item-137,vocab,,,,"vocab-item-137
"
434,vocab-item-138,vocab,,,,"vocab-item-138
"
435,vocab-item-139,vocab,,,,"vocab-item-139
"
436,vocab-item-140,vocab,,,,"vocab-item-140
"
437,vocab-item-141,vocab,,,,"vocab-item-141
"
438,vocab-item-142,vocab,,,,"vocab-item-142
"
439,vocab-item-143,vocab,,,,"vocab-item-143
"
440,vocab-item-144,vocab,,,,"vocab-item-144
"
441,vocab-item-145,vocab,,,,"vocab-item-145
"
442,vocab-item-146,vocab,,,,"vocab-item-146
"
443,vocab-item-147,vocab,,,,"vocab-item-147
"
444,vocab-item-148,vocab,,,,"vocab-item-148
"
445,vocab-item-149,vocab,,,,"vocab-item-149
"
446,vocab-item-150,vocab,,,,"vocab-item-150
"
447,vocab-item-151,vocab,,,,"vocab-item-151
"
448,vocab-item-152,vocab,,,,"vocab-item-152
"
449,vocab-item-153,vocab,,,,"vocab-item-153
"
450,vocab-item-154,vocab,,,,"vocab-item-154
"
451,vocab-item-155,vocab,,,,"vocab-item-155
"
452,vocab-item-156,vocab,,,,"vocab-item-156
"
453,vocab-item-157,vocab,,,,"vocab-item-157
"
454,vocab-item-158,vocab,,,,"vocab-item-158
"
455,vocab-item-159,vocab,,,,"vocab-item-159
"
456,vocab-item-160,vocab,,,,"vocab-item-160
"
457,vocab-item-161,vocab,,,,"vocab-item-161
"
458,vocab-item-162,vocab,,,,"vocab-item-162
"
459,vocab-item-163,vocab,,,,"vocab-item-163
"
460,vocab-item-164,vocab,,,,"vocab-item-164
"
461,vocab-item-165,vocab,,,,"vocab-item-165
"
462,vocab-item-166,vocab,,,,"vocab-item-166
"
463,vocab-item-167,vocab,,,,"vocab-item-167
"
464,vocab-item-168,vocab,,,,"vocab-item-168
"
465,vocab-item-169,vocab,,,,"vocab-item-169
"
466,vocab-item-170,vocab,,,,"vocab-item-170
"
467,vocab-instruct-1,vocab,,,,"vocab-instruct-1
"
468,vocab-practice-1,vocab,,,,"vocab-practice-1
"
469,vocab-instruct-2,vocab,,,,"vocab-instruct-2
"
470,vocab-instruct-3,vocab,,,,"vocab-instruct-3
"
471,01_intro,vocab,,,,"01_intro
"
472,02_intro_t,vocab,,,,"02_intro_t
"
473,03_intro_1,vocab,,,,"03_intro_1
"
474,03_intro_t,vocab,,,,"03_intro_t
"
475,06_ready_t,vocab,,,,"06_ready_t
"
476,07_mid1_t,vocab,,,,"07_mid1_t
"
477,08_mid2_t,vocab,,,,"08_mid2_t
"
478,09_final_t,vocab,,,,"09_final_t
"
479,break1_ns,vocab,,,,"break1_ns
"
480,break2_ns,vocab,,,,"break2_ns
"
481,end_ns,vocab,,,,"end_ns
"
482,intro1_ns,vocab,,,,"intro1_ns
"
483,intro2_ns,vocab,,,,"intro2_ns
"
484,intro3_ns,vocab,,,,"intro3_ns
"
485,ready_ns,vocab,,,,"ready_ns
"
486,task-finished,general,,,,"task-finished
"
487,math-adult-instructions-1,math,,,,"math-adult-instructions-1
"
488,general-footer,general,,,,"general-footer
"
489,instructions,general,,,,"instructions
"
490,math-adult-instructions-2,math,,,,"math-adult-instructions-2
"
491,math-post-practice,math,,,,"math-post-practice
"
492,mental-rotation-adult-instructions1,mental-rotation,,,,"mental-rotation-adult-instructions1
"
493,feedbackCorrect,general,,,,"feedbackCorrect
"
494,memory-game-display,memory-game,,,,"memory-game-display
"
495,memory-game-input,memory-game,,,,"memory-game-input
"
496,general-encourage,general,,,,"general-encourage
"
497,ToM-by-accident,theory-of-mind,,,,"ToM-by-accident
"
498,ToM-on-purpose,theory-of-mind,,,,"ToM-on-purpose
"
499,general-intro1,general,,"¡Hola! Hoy vamos a resolver algunos acertijos. Para comenzar, ¡toca la tecla OK!",,"general-intro1
Final es-co & de translation review complete
Sheet: translation-items-v2"
500,general-intro2,general,,,,"general-intro2
Final es-co & de translation review complete
Sheet: translation-items-v2"
501,pick-buddy,general,,¡Escoge un amigo para jugar!,,"pick-buddy
Final es-co & de translation review complete. 
When implemented, confirm this phrasing makes sense with the visuals, selection method, etc.
Sheet: translation-items-v2"
502,general-intro3,general,,,,"general-intro3
Final es-co & de translation review complete
Sheet: translation-items-v2"
503,general-intro4,general,,,,"general-intro4
Final es-co & de translation review complete
Sheet: translation-items-v2"
504,general-intro5,general,,,,"general-intro5
Final es-co & de translation review complete
Sheet: translation-items-v2"
505,task-finished,general,,,,"task-finished
Final es-co & de translation review complete
Sheet: translation-items-v2"
506,continue-button-text,general,,,,"continue-button-text
Final es-co & de translation review complete
Sheet: translation-items-v2"
507,close-button-text,general,,,,"close-button-text
Final es-co & de translation review complete
Sheet: translation-items-v2"
508,general-footer,general,,,,"general-footer
Final es-co translation review complete.
For DE confirm wording - send screen shot to DE 
Sheet: translation-items-v2"
509,instructions,general,,,,"instructions
Final es-co & de translation review complete
Sheet: translation-items-v2"
510,general-encourage,general,,,,"general-encourage
Final es-co & de translation review complete
Sheet: translation-items-v2"
511,feedbackCorrect,general,,,,"feedbackCorrect
Final es-co & de translation review complete
Sheet: translation-items-v2"
512,feedback-try-again,general,,¡Inténtalo de nuevo!,,"feedback-try-again
Final es-co & de translation review complete
Sheet: translation-items-v2"
513,feedback-good-job,general,,¡Bien hecho!,,"feedback-good-job
Final es-co & de translation review complete
Sheet: translation-items-v2"
514,feedback-nice-work,general,,¡Muy bien!,,"feedback-nice-work
Final es-co & de translation review complete
Sheet: translation-items-v2"
515,replay-button,general,,Presiona el botón de repetición si deseas que se repita la pregunta.,,"replay-button
Final es-co translation review complete.
For DE confirm ""repeat button"" translation is specific enough
Sheet: translation-items-v2"
516,general-fullscreen,general,,Cambiar al modo de pantalla completa,,"general-fullscreen
Final es-co & de translation review complete
Sheet: translation-items-v2"
517,general-repeat-instructions,general,,,,"general-repeat-instructions

Sheet: translation-items-v2"
518,general-keyboard-instructions,general,,,,"general-keyboard-instructions

Sheet: translation-items-v2"
519,intro-finished,general,,,,"intro-finished

Sheet: translation-items-v2"
520,general-exit,general,,Salir,,"general-exit
Final es-co & de translation review complete
Sheet: translation-items-v2"
521,task-completion,general,,Has terminado este juego. ¡Gracias!,,"task-completion
Final es-co & de translation review complete
Sheet: translation-items-v2"
522,matrix-reasoning-instruct1,matrix-reasoning,,Vamos a mostrarte un rompecabezas. Tu tarea es elegir la mejor pieza para completarlo. ¡Empecemos!,,"matrix-reasoning-instruct1
Es-co complete, de still needs review.
Sheet: translation-items-v2"
523,matrix-reasoning-instruct2,matrix-reasoning,,¿Ves este gran rompecabezas? Le falta una pieza. ¿Cuál pieza va en el rompecabezas?,,"matrix-reasoning-instruct2
Es-co complete, de still needs review.
Sheet: translation-items-v2"
524,matrix-reasoning-prompt1,matrix-reasoning,,Escoge el mejor patrón para llenar el espacio en blanco.,,"matrix-reasoning-prompt1
Es-co complete, de still needs review.
Sheet: translation-items-v2"
525,mental-rotation,mental-rotation,,,,"mental-rotation
Final es-co & de translation review complete
Sheet: translation-items-v2"
526,mental-rotation-training-instruct2,mental-rotation,,Veamos si esta figura va con la sombra. Esta figura no va con la sombra.,,"mental-rotation-training-instruct2
Final es-co & de translation review complete
Sheet: translation-items-v2"
527,mental-rotation-training-instruct3,mental-rotation,,Veamos si esta figura va con la sombra. Esta figura sí va con la sombra.,,"mental-rotation-training-instruct3
Final es-co & de translation review complete
Sheet: translation-items-v2"
528,mental-rotation-test-instruct4,mental-rotation,,"¡Ahora, inténtalo tú! ¿Puedes encontrar la figura que va con la sombra?",,"mental-rotation-test-instruct4
Final es-co & de translation review complete
Sheet: translation-items-v2"
529,mental-rotation-instruct-3D,mental-rotation,,,,"mental-rotation-instruct-3D

Sheet: translation-items-v2"
530,mental-rotation-prompt2,mental-rotation,,Escoge la imagen que coincida con esta.,,"mental-rotation-prompt2
Final es-co & de translation review complete
Sheet: translation-items-v2"
531,mental-rotation-prompt1,mental-rotation,,Escoge la imagen que coincide.,,"mental-rotation-prompt1
Final es-co & de translation review complete
Sheet: translation-items-v2"
532,math-instructions1,math,,Vamos a practicar con juegos de contar y juegos de números. ¡Empecemos!,,"math-instructions1
Es-co complete, de still needs review.
Sheet: translation-items-v2"
533,number-comparison-prompt1,math,,¿Cuál número es mayor?,,"number-comparison-prompt1
Es-co complete, de still needs review.
Sheet: translation-items-v2"
534,number-comparison-prompt2,math,,¿Cuál es mayor?,,"number-comparison-prompt2
Es-co complete, de still needs review.
Sheet: translation-items-v2"
535,number-identification-prompt1,math,,Escoge el número cuando lo escuches.,,"number-identification-prompt1
Es-co complete, de still needs review.
Sheet: translation-items-v2"
536,missing-number-prompt1,math,,¿Cuál número va en el espacio en blanco?,,"missing-number-prompt1
Es-co complete, de still needs review.
Sheet: translation-items-v2"
537,missing-number-prompt2,math,,¿Cuál número va aquí?,,"missing-number-prompt2
Es-co complete, de still needs review.
Sheet: translation-items-v2"
538,addition-prompt1,math,,Suma los números y elige la respuesta correcta.,,"addition-prompt1
Es-co complete, de still needs review.
Sheet: translation-items-v2"
539,addition-prompt2,math,,Suma los números.,,"addition-prompt2
Es-co complete, de still needs review.
Sheet: translation-items-v2"
540,subtraction-prompt1,math,,Resta los números y elige la respuesta correcta.,,"subtraction-prompt1
Es-co complete, de still needs review.
Sheet: translation-items-v2"
541,subtraction-prompt2,math,,Resta los números.,,"subtraction-prompt2
Es-co complete, de still needs review.
Sheet: translation-items-v2"
542,multiplication-prompt1,math,,Multiplica los números y elige la respuesta correcta.,,"multiplication-prompt1
Es-co complete, de still needs review.
Sheet: translation-items-v2"
543,multiplication-prompt2,math,,Multiplica los números.,,"multiplication-prompt2
Es-co complete, de still needs review.
Sheet: translation-items-v2"
544,number-line-instruct1,math,,,,"number-line-instruct1
Es-co complete, de still needs review.
Sheet: translation-items-v2"
545,number-line-prompt1,math,,Elige el número que está marcado en la línea recta de números.,,"number-line-prompt1
Es-co complete, de still needs review.
Sheet: translation-items-v2"
546,number-line-slider-prompt1,math,,Mueve la regla hasta el número indicado.,,"number-line-slider-prompt1
Es-co complete, de still needs review.
Sheet: translation-items-v2"
547,number-identification-1,math,,Elige el número 1.,,"number-identification-1
Es-co complete, de still needs review.
Sheet: translation-items-v2"
548,number-identification-2,math,,Elige el 2.,,"number-identification-2
Es-co complete, de still needs review.
Sheet: translation-items-v2"
549,number-identification-3,math,,Elige el 9.,,"number-identification-3
Es-co complete, de still needs review.
Sheet: translation-items-v2"
550,number-identification-4,math,,Elige el 0.,,"number-identification-4
Es-co complete, de still needs review.
Sheet: translation-items-v2"
551,number-identification-5,math,,Elige el 12.,,"number-identification-5
Es-co complete, de still needs review.
Sheet: translation-items-v2"
552,number-identification-6,math,,Elige el 30.,,"number-identification-6
Es-co complete, de still needs review.
Sheet: translation-items-v2"
553,number-identification-7,math,,Elige el 22.,,"number-identification-7
Es-co complete, de still needs review.
Sheet: translation-items-v2"
554,number-identification-8,math,,Elige el 45.,,"number-identification-8
Es-co complete, de still needs review.
Sheet: translation-items-v2"
555,number-identification-9,math,,Elige el 39.,,"number-identification-9
Es-co complete, de still needs review.
Sheet: translation-items-v2"
556,number-identification-10,math,,Elige el 23.,,"number-identification-10
Es-co complete, de still needs review.
Sheet: translation-items-v2"
557,number-identification-11,math,,Elige el 48.,,"number-identification-11
Es-co complete, de still needs review.
Sheet: translation-items-v2"
558,number-identification-12,math,,Elige el 91.,,"number-identification-12
Es-co complete, de still needs review.
Sheet: translation-items-v2"
559,number-identification-13,math,,Elige el 33.,,"number-identification-13
Es-co complete, de still needs review.
Sheet: translation-items-v2"
560,number-identification-14,math,,Elige el 74.,,"number-identification-14
Es-co complete, de still needs review.
Sheet: translation-items-v2"
561,number-identification-15,math,,Elige el 87.,,"number-identification-15
Es-co complete, de still needs review.
Sheet: translation-items-v2"
562,number-identification-16,math,,Elige el 65.,,"number-identification-16
Es-co complete, de still needs review.
Sheet: translation-items-v2"
563,number-identification-17,math,,Elige el 108.,,"number-identification-17
Es-co complete, de still needs review.
Sheet: translation-items-v2"
564,number-identification-18,math,,Elige el 245.,,"number-identification-18
Es-co complete, de still needs review.
Sheet: translation-items-v2"
565,number-identification-19,math,,Elige el 587.,,"number-identification-19
Es-co complete, de still needs review.
Sheet: translation-items-v2"
566,number-identification-20,math,,Elige el 731.,,"number-identification-20
Es-co complete, de still needs review.
Sheet: translation-items-v2"
567,number-identification-21,math,,Elige el 989. ,,"number-identification-21
Es-co complete, de still needs review.
Sheet: translation-items-v2"
568,trog-instruct1,trog,,"Ahora, ¡vamos a hacer un juego de asociación! Yo diré palabras y tú tocarás la imagen que va con las palabras que yo diga. ¡Empecemos!",,"trog-instruct1
Es-co complete, de still needs review.
Sheet: translation-items-v2"
569,trog-prompt1,trog,,Elige la imagen del...,,"trog-prompt1
Es-co complete, de still needs review.
Sheet: translation-items-v2"
570,trog-prompt2,trog,,Elige la imagen de...,,"trog-prompt2
Es-co complete, de still needs review.
Sheet: translation-items-v2"
571,trog-prompt3,trog,,Elige la imagen que muestra...,,"trog-prompt3
Es-co complete, de still needs review.
Sheet: translation-items-v2"
572,trog-item-1,trog,,Elige la imagen del zapato.,,"trog-item-1
Es-co complete, de still needs review.
Sheet: translation-items-v2"
573,trog-item-2,trog,,Elige la imagen del pájaro.,,"trog-item-2
Es-co complete, de still needs review.
Sheet: translation-items-v2"
574,trog-item-3,trog,,Elige la imagen del peine.,,"trog-item-3
Es-co complete, de still needs review.
Sheet: translation-items-v2"
575,trog-item-4,trog,,Elige la imagen de la manzana.,,"trog-item-4
Es-co complete, de still needs review.
Sheet: translation-items-v2"
576,trog-item-5,trog,,Elige la imagen que muestra comiendo.,,"trog-item-5
Es-co complete, de still needs review.
Sheet: translation-items-v2"
577,trog-item-6,trog,,,,"trog-item-6
Es-co complete, de still needs review.
Sheet: translation-items-v2"
578,trog-item-7,trog,,,,"trog-item-7
Es-co complete, de still needs review.
Sheet: translation-items-v2"
579,trog-item-8,trog,,,,"trog-item-8
Es-co complete, de still needs review.
Sheet: translation-items-v2"
580,trog-item-9,trog,,,,"trog-item-9
Es-co complete, de still needs review.
Sheet: translation-items-v2"
581,trog-item-10,trog,,,,"trog-item-10
Es-co complete, de still needs review.
Sheet: translation-items-v2"
582,trog-item-11,trog,,,,"trog-item-11
Es-co complete, de still needs review.
Sheet: translation-items-v2"
583,trog-item-12,trog,,,,"trog-item-12
Es-co complete, de still needs review.
Sheet: translation-items-v2"
584,trog-item-13,trog,,,,"trog-item-13
Es-co complete, de still needs review.
Sheet: translation-items-v2"
585,trog-item-14,trog,,,,"trog-item-14
Es-co complete, de still needs review.
Sheet: translation-items-v2"
586,trog-item-15,trog,,,,"trog-item-15
Es-co complete, de still needs review.
Sheet: translation-items-v2"
587,trog-item-16,trog,,,,"trog-item-16
Es-co complete, de still needs review.
Sheet: translation-items-v2"
588,trog-item-17,trog,,,,"trog-item-17
Es-co complete, de still needs review.
Sheet: translation-items-v2"
589,trog-item-18,trog,,,,"trog-item-18
Es-co complete, de still needs review.
Sheet: translation-items-v2"
590,trog-item-19,trog,,,,"trog-item-19
Es-co complete, de still needs review.
Sheet: translation-items-v2"
591,trog-item-20,trog,,,,"trog-item-20
Es-co complete, de still needs review.
Sheet: translation-items-v2"
592,trog-item-21,trog,,,,"trog-item-21
Es-co complete, de still needs review.
Sheet: translation-items-v2"
593,trog-item-22,trog,,,,"trog-item-22
Es-co complete, de still needs review.
Sheet: translation-items-v2"
594,trog-item-23,trog,,,,"trog-item-23
Es-co complete, de still needs review.
Sheet: translation-items-v2"
595,trog-item-24,trog,,,,"trog-item-24
Es-co complete, de still needs review.
Sheet: translation-items-v2"
596,trog-item-25,trog,,,,"trog-item-25
Es-co complete, de still needs review.
Sheet: translation-items-v2"
597,trog-item-26,trog,,,,"trog-item-26
Es-co complete, de still needs review.
Sheet: translation-items-v2"
598,trog-item-27,trog,,,,"trog-item-27
Es-co complete, de still needs review.
Sheet: translation-items-v2"
599,trog-item-28,trog,,,,"trog-item-28
Es-co complete, de still needs review.
Sheet: translation-items-v2"
600,trog-item-29,trog,,,,"trog-item-29
Es-co complete, de still needs review.
Sheet: translation-items-v2"
601,trog-item-30,trog,,,,"trog-item-30
Es-co complete, de still needs review.
Sheet: translation-items-v2"
602,trog-item-31,trog,,,,"trog-item-31
Es-co complete, de still needs review.
Sheet: translation-items-v2"
603,trog-item-32,trog,,,,"trog-item-32
Es-co complete, de still needs review.
Sheet: translation-items-v2"
604,trog-item-33,trog,,,,"trog-item-33
Es-co complete, de still needs review.
Sheet: translation-items-v2"
605,trog-item-34,trog,,,,"trog-item-34
Es-co complete, de still needs review.
Sheet: translation-items-v2"
606,trog-item-35,trog,,,,"trog-item-35
Es-co complete, de still needs review.
Sheet: translation-items-v2"
607,trog-item-36,trog,,,,"trog-item-36
Es-co complete, de still needs review.
Sheet: translation-items-v2"
608,trog-item-37,trog,,,,"trog-item-37
Es-co complete, de still needs review.
Sheet: translation-items-v2"
609,trog-item-38,trog,,,,"trog-item-38
Es-co complete, de still needs review.
Sheet: translation-items-v2"
610,trog-item-39,trog,,,,"trog-item-39
Es-co complete, de still needs review.
Sheet: translation-items-v2"
611,trog-item-40,trog,,,,"trog-item-40
Es-co complete, de still needs review.
Sheet: translation-items-v2"
612,trog-item-41,trog,,,,"trog-item-41
Es-co complete, de still needs review.
Sheet: translation-items-v2"
613,trog-item-42,trog,,,,"trog-item-42
Es-co complete, de still needs review.
Sheet: translation-items-v2"
614,trog-item-43,trog,,,,"trog-item-43
Es-co complete, de still needs review.
Sheet: translation-items-v2"
615,trog-item-44,trog,,,,"trog-item-44
Es-co complete, de still needs review.
Sheet: translation-items-v2"
616,trog-item-45,trog,,,,"trog-item-45
Es-co complete, de still needs review.
Sheet: translation-items-v2"
617,trog-item-46,trog,,,,"trog-item-46
Es-co complete, de still needs review.
Sheet: translation-items-v2"
618,trog-item-47,trog,,,,"trog-item-47
Es-co complete, de still needs review.
Sheet: translation-items-v2"
619,trog-item-48,trog,,,,"trog-item-48
Es-co complete, de still needs review.
Sheet: translation-items-v2"
620,trog-item-49,trog,,,,"trog-item-49
Es-co complete, de still needs review.
Sheet: translation-items-v2"
621,trog-item-50,trog,,,,"trog-item-50
Es-co complete, de still needs review.
Sheet: translation-items-v2"
622,trog-item-51,trog,,,,"trog-item-51
Es-co complete, de still needs review.
Sheet: translation-items-v2"
623,trog-item-52,trog,,,,"trog-item-52
Es-co complete, de still needs review.
Sheet: translation-items-v2"
624,trog-item-53,trog,,,,"trog-item-53
Es-co complete, de still needs review.
Sheet: translation-items-v2"
625,trog-item-54,trog,,,,"trog-item-54
Es-co complete, de still needs review.
Sheet: translation-items-v2"
626,trog-item-55,trog,,,,"trog-item-55
Es-co complete, de still needs review.
Sheet: translation-items-v2"
627,trog-item-56,trog,,,,"trog-item-56
Es-co complete, de still needs review.
Sheet: translation-items-v2"
628,trog-item-57,trog,,,,"trog-item-57
Es-co complete, de still needs review.
Sheet: translation-items-v2"
629,trog-item-58,trog,,,,"trog-item-58
Es-co complete, de still needs review.
Sheet: translation-items-v2"
630,trog-item-59,trog,,,,"trog-item-59
Es-co complete, de still needs review.
Sheet: translation-items-v2"
631,trog-item-60,trog,,,,"trog-item-60
Es-co complete, de still needs review.
Sheet: translation-items-v2"
632,trog-item-61,trog,,,,"trog-item-61
Es-co complete, de still needs review.
Sheet: translation-items-v2"
633,trog-item-62,trog,,,,"trog-item-62
Es-co complete, de still needs review.
Sheet: translation-items-v2"
634,trog-item-63,trog,,,,"trog-item-63
Es-co complete, de still needs review.
Sheet: translation-items-v2"
635,trog-item-64,trog,,,,"trog-item-64
Es-co complete, de still needs review.
Sheet: translation-items-v2"
636,trog-item-65,trog,,,,"trog-item-65
Es-co complete, de still needs review.
Sheet: translation-items-v2"
637,trog-item-66,trog,,,,"trog-item-66
Es-co complete, de still needs review.
Sheet: translation-items-v2"
638,trog-item-67,trog,,,,"trog-item-67
Es-co complete, de still needs review.
Sheet: translation-items-v2"
639,trog-item-68,trog,,,,"trog-item-68
Es-co complete, de still needs review.
Sheet: translation-items-v2"
640,trog-item-69,trog,,,,"trog-item-69
Es-co complete, de still needs review.
Sheet: translation-items-v2"
641,trog-item-70,trog,,,,"trog-item-70
Es-co complete, de still needs review.
Sheet: translation-items-v2"
642,trog-item-71,trog,,,,"trog-item-71
Es-co complete, de still needs review.
Sheet: translation-items-v2"
643,trog-item-72,trog,,,,"trog-item-72
Es-co complete, de still needs review.
Sheet: translation-items-v2"
644,trog-item-73,trog,,,,"trog-item-73
Es-co complete, de still needs review.
Sheet: translation-items-v2"
645,trog-item-74,trog,,,,"trog-item-74
Es-co complete, de still needs review.
Sheet: translation-items-v2"
646,trog-item-75,trog,,,,"trog-item-75
Es-co complete, de still needs review.
Sheet: translation-items-v2"
647,trog-item-76,trog,,,,"trog-item-76
Es-co complete, de still needs review.
Sheet: translation-items-v2"
648,trog-item-77,trog,,,,"trog-item-77
Es-co complete, de still needs review.
Sheet: translation-items-v2"
649,trog-item-78,trog,,,,"trog-item-78
Es-co complete, de still needs review.
Sheet: translation-items-v2"
650,trog-item-79,trog,,,,"trog-item-79
Es-co complete, de still needs review.
Sheet: translation-items-v2"
651,trog-item-80,trog,,,,"trog-item-80
Es-co complete, de still needs review.
Sheet: translation-items-v2"
652,trog-item-81,trog,,,,"trog-item-81
Es-co complete, de still needs review.
Sheet: translation-items-v2"
653,trog-item-82,trog,,,,"trog-item-82
Es-co complete, de still needs review.
Sheet: translation-items-v2"
654,trog-item-83,trog,,,,"trog-item-83
Es-co complete, de still needs review.
Sheet: translation-items-v2"
655,trog-item-84,trog,,,,"trog-item-84
Es-co complete, de still needs review.
Sheet: translation-items-v2"
656,trog-item-85,trog,,,,"trog-item-85
Es-co complete, de still needs review.
Sheet: translation-items-v2"
657,trog-item-86,trog,,,,"trog-item-86
Es-co complete, de still needs review.
Sheet: translation-items-v2"
658,trog-item-87,trog,,,,"trog-item-87
Es-co complete, de still needs review.
Sheet: translation-items-v2"
659,trog-item-88,trog,,,,"trog-item-88
Es-co complete, de still needs review.
Sheet: translation-items-v2"
660,trog-item-89,trog,,,,"trog-item-89
Es-co complete, de still needs review.
Sheet: translation-items-v2"
661,trog-item-90,trog,,,,"trog-item-90
Es-co complete, de still needs review.
Sheet: translation-items-v2"
662,trog-item-91,trog,,,,"trog-item-91
Es-co complete, de still needs review.
Sheet: translation-items-v2"
663,trog-item-92,trog,,,,"trog-item-92
Es-co complete, de still needs review.
Sheet: translation-items-v2"
664,trog-item-93,trog,,,,"trog-item-93
Es-co complete, de still needs review.
Sheet: translation-items-v2"
665,trog-item-94,trog,,,,"trog-item-94
Es-co complete, de still needs review.
Sheet: translation-items-v2"
666,trog-item-95,trog,,,,"trog-item-95
Es-co complete, de still needs review.
Sheet: translation-items-v2"
667,trog-item-96,trog,,,,"trog-item-96
Final es-co & de translation review complete
Sheet: translation-items-v2"
668,trog-item-97,trog,,,,"trog-item-97
Es-co complete, de still needs review.
Sheet: translation-items-v2"
669,trog-item-98,trog,,,,"trog-item-98
Final es-co & de translation review complete
Sheet: translation-items-v2"
670,trog-item-99,trog,,,,"trog-item-99
Es-co complete, de still needs review.
Sheet: translation-items-v2"
671,trog-item-100,trog,,,,"trog-item-100
Es-co complete, de still needs review.
Sheet: translation-items-v2"
672,trog-item-101,trog,,,,"trog-item-101
Es-co complete, de still needs review.
Sheet: translation-items-v2"
673,trog-item-102,trog,,,,"trog-item-102
Es-co complete, de still needs review.
Sheet: translation-items-v2"
674,trog-item-103,trog,,,,"trog-item-103
Es-co complete, de still needs review.
Sheet: translation-items-v2"
675,yes,theory-of-mind,,,,"yes

Sheet: translation-items-v2"
676,no,theory-of-mind,,,,"no

Sheet: translation-items-v2"
677,happy,theory-of-mind,,,,"happy

Sheet: translation-items-v2"
678,sad,theory-of-mind,,,,"sad

Sheet: translation-items-v2"
679,angry,theory-of-mind,,,,"angry

Sheet: translation-items-v2"
680,scared,theory-of-mind,,,,"scared

Sheet: translation-items-v2"
681,calm,theory-of-mind,,,,"calm

Sheet: translation-items-v2"
682,proud,theory-of-mind,,,,"proud

Sheet: translation-items-v2"
683,disgusted,theory-of-mind,,,,"disgusted

Sheet: translation-items-v2"
684,surprised,theory-of-mind,,,,"surprised

Sheet: translation-items-v2"
685,ToM-intro,theory-of-mind,,,,"ToM-intro

Sheet: translation-items-v2"
686,ToM-transition,theory-of-mind,,,,"ToM-transition

Sheet: translation-items-v2"
687,ToM-scene1-instruct1,theory-of-mind,,,,"ToM-scene1-instruct1
Final es-co & de translation review complete
Sheet: translation-items-v2"
688,ToM-scene1-instruct2,theory-of-mind,,,,"ToM-scene1-instruct2
Final es-co & de translation review complete
Sheet: translation-items-v2"
